Tensión (MPa),Deformación (%),Dureza Brinell,Dureza Rockwell,Dureza Vickers,Tenacidad (MJ/m3),Módulo de Young (GPa),Límite elástico (MPa),Carga máxima (kN),Fuerza de fractura (kN),Alargamiento (%),Reducción de área (%),Velocidad de ensayo (mm/min),Espesor (mm),Diámetro (mm),Ancho de muestra (mm),Altura de muestra (mm),Temperatura (°C),Tiempo de ensayo (s),Peso (kg),Energía absorbida (J),Fatiga (ciclos),Coef. de fricción,Conductividad térmica (W/mK),Densidad (g/cm3),Calor específico (J/kgK),Resistencia a la tracción (MPa),Índice de resiliencia,Viscosidad (Pa·s),Índice de impacto,Índice de fluencia,Presión de trabajo (MPa),Presión de rotura (MPa),Tiempo hasta falla (h),Índice de rigidez,Índice de elasticidad,Índice de eficiencia,Índice de fatiga,Índice de absorción,Índice de desgaste,Índice térmico,Coef. de expansión,Índice de conductividad,Índice de resistencia al corte,Carga de pandeo (N),Torque máximo (Nm),Índice de eficiencia térmica,Índice de módulo de rotura,Coef. de seguridad
788.62,548.0,62.3,830.97,988.84,310.44,286.92,196.52,491.93,575.56,709.92,509.29,325.46,464.68,25.12,16.16,505.92,163.41,659.7,315.25,586.85,364.93,634.08,60.02,911.98,190.55,375.37,491.56,453.61,51.53,84.42,872.3,684.47,827.73,811.45,383.45,68.41,460.88,641.73,182.68,537.89,731.51,222.75,773.14,633.48,795.96,583.93,121.55,329.38
151.76,454.43,147.39,119.98,483.28,762.15,280.53,613.88,19.71,925.27,47.96,694.31,150.82,13.76,570.69,107.1,62.34,640.77,17.7,714.8,377.15,955.29,739.0,236.1,233.15,816.55,567.94,641.9,796.11,940.48,955.54,917.34,201.93,312.0,258.91,407.56,435.17,140.16,737.6,7.79,591.5,163.42,806.04,411.35,449.94,888.42,842.3,830.23,216.53
311.79,844.37,7.94,734.95,986.9,936.18,159.83,87.81,671.4,146.98,407.92,111.89,620.6,481.73,884.21,292.67,922.13,813.43,241.95,975.12,87.07,392.09,917.84,265.74,344.23,603.28,449.71,411.54,216.69,456.08,4.21,947.99,609.59,233.86,660.37,433.19,391.52,181.28,122.91,311.96,896.3,122.15,69.21,118.4,773.52,837.53,180.93,576.95,448.55
248.56,98.17,630.96,531.5,754.59,940.76,164.15,391.6,523.21,970.86,705.06,565.33,419.93,55.93,17.49,551.83,177.2,349.54,431.03,896.97,469.7,526.26,883.86,994.37,280.58,360.48,870.82,345.57,904.32,674.88,776.12,272.62,91.04,423.27,102.8,348.91,177.69,848.18,257.4,54.94,942.64,839.47,638.1,237.27,826.16,484.53,163.11,284.72,524.37
743.97,488.29,447.73,288.02,248.68,174.86,285.26,713.35,898.65,947.48,226.95,248.77,613.32,977.73,405.24,64.09,528.39,595.35,332.04,291.66,752.1,355.31,841.98,235.62,413.68,443.89,878.77,222.28,791.36,687.47,31.38,912.52,695.75,700.67,20.13,699.11,133.68,162.8,194.16,482.34,726.84,339.28,640.17,673.08,204.28,84.04,159.06,432.46,85.72
33.63,150.13,134.36,492.87,538.44,874.76,792.86,659.46,164.48,884.58,795.31,431.77,761.7,790.61,926.23,136.31,803.59,170.73,884.18,326.79,360.34,596.17,945.8,239.26,714.08,826.56,343.81,770.56,333.19,874.51,761.24,736.99,409.06,43.34,95.85,125.5,896.57,665.95,841.23,821.82,347.91,432.3,182.54,829.95,677.21,371.77,194.34,524.95,805.99
569.93,324.74,957.94,300.01,992.14,737.46,905.77,624.74,804.13,214.64,630.82,634.09,545.75,490.16,353.22,181.16,215.53,311.45,787.73,371.6,235.52,978.16,537.43,686.82,870.61,338.99,91.83,695.58,180.68,664.96,937.95,154.3,151.82,373.98,319.45,967.46,67.94,418.59,680.03,285.47,489.72,947.59,704.94,979.44,189.99,424.51,103.32,592.18,422.11
762.48,737.38,529.71,596.12,857.54,252.91,975.09,282.61,791.98,634.09,587.6,257.06,627.67,86.68,458.78,632.02,527.42,20.37,625.93,394.61,931.39,997.5,7.02,859.37,182.68,89.72,167.67,360.79,279.61,562.06,389.32,610.31,979.23,346.31,31.19,779.01,99.4,968.24,450.83,847.77,615.09,424.17,705.44,132.25,124.09,960.26,837.65,821.07,413.25
876.78,476.07,241.97,433.9,97.46,67.38,232.37,378.09,127.27,760.92,353.61,52.28,935.26,592.49,981.54,615.83,240.76,768.3,338.11,100.41,821.57,774.74,11.15,387.12,686.44,911.29,367.07,321.18,332.7,710.35,241.04,26.43,901.09,244.89,630.53,298.23,245.12,66.2,826.07,704.59,828.66,3.59,350.1,156.03,930.3,565.54,818.34,394.41,658.87
342.15,375.95,500.65,164.49,706.4,268.07,881.31,103.04,398.62,986.03,482.5,10.33,299.13,758.79,199.4,550.81,759.72,401.07,700.7,761.99,638.31,404.37,544.68,875.63,352.63,387.41,564.29,1.34,556.98,751.0,226.36,708.41,893.55,654.32,316.61,42.64,952.84,830.41,716.81,125.35,657.98,937.98,483.43,42.54,164.47,640.88,151.45,676.54,773.27
821.28,394.54,679.65,116.67,345.65,912.22,328.32,719.05,170.24,180.51,597.39,22.26,359.23,190.8,65.35,250.58,564.38,816.14,843.65,365.4,136.87,494.48,435.33,340.21,980.53,348.45,656.82,63.65,46.46,186.01,491.77,733.59,788.84,290.06,736.4,711.33,85.48,491.5,913.6,644.6,365.51,14.22,832.78,260.44,228.21,782.03,705.57,834.78,985.94
110.72,459.5,76.33,546.74,7.08,633.22,112.93,503.94,254.8,766.05,472.51,8.45,717.73,568.25,859.44,371.18,855.99,708.4,594.87,879.83,144.99,356.8,451.3,197.1,298.99,204.48,331.44,623.29,914.37,109.76,170.97,789.36,692.01,606.77,46.01,734.39,816.03,5.45,76.9,151.76,417.94,662.32,523.2,821.09,130.41,568.25,627.01,843.79,173.6
846.47,785.04,274.78,902.42,403.54,721.08,870.04,708.79,263.32,338.87,698.34,110.44,611.34,814.23,868.48,96.78,894.57,828.76,784.48,926.95,103.31,985.58,400.46,329.71,7.29,897.43,667.53,514.66,98.76,74.94,672.96,172.61,655.11,504.39,216.78,963.63,892.06,263.73,509.21,654.83,50.53,322.96,618.2,198.34,470.34,598.52,276.27,254.32,345.62
127.58,892.1,806.98,344.02,234.83,257.23,636.14,249.02,556.28,175.71,433.75,239.56,178.62,768.27,472.13,226.54,648.77,285.73,749.13,24.53,616.34,707.79,917.73,609.4,515.69,217.58,937.75,434.86,279.35,374.12,368.42,628.29,106.18,217.27,408.06,253.78,377.93,407.76,706.78,142.8,924.28,470.44,412.83,547.91,919.62,245.4,227.45,350.24,168.34
397.35,955.34,459.72,733.03,818.89,719.42,164.81,324.51,411.47,421.43,202.35,221.3,376.21,803.01,514.26,897.72,725.42,185.19,571.78,988.5,115.65,448.99,359.23,367.21,150.82,636.71,652.05,827.52,109.38,498.05,323.18,178.94,900.58,266.64,382.71,82.82,293.97,314.26,207.57,392.57,88.21,547.33,149.68,446.46,264.13,58.96,250.66,594.95,880.87
797.32,786.92,546.62,658.7,337.4,28.22,429.89,334.28,947.74,793.86,214.01,986.8,467.89,879.34,835.82,979.69,549.27,971.91,312.25,710.05,842.64,12.21,856.24,672.93,44.59,880.78,158.65,503.95,256.75,615.69,461.34,946.66,881.14,170.68,131.09,915.14,677.41,362.51,327.19,566.64,579.97,408.52,998.07,325.89,541.9,721.41,730.66,885.78,548.54
150.0,315.48,432.87,931.56,827.54,375.38,287.33,25.84,126.46,464.9,5.9,306.08,419.45,937.69,738.59,647.69,384.49,717.36,745.81,520.44,992.97,520.53,902.87,237.01,698.3,35.01,579.71,384.56,837.69,958.04,542.63,675.04,747.88,56.72,994.14,258.72,702.66,916.68,419.03,50.47,871.66,774.39,531.58,618.38,411.52,848.7,319.39,790.47,852.45
229.33,688.17,44.0,821.0,0.7,626.79,736.82,341.11,973.69,537.57,301.03,127.51,178.36,405.58,265.22,916.83,648.15,834.06,206.88,389.59,366.41,983.93,499.55,701.02,732.29,828.81,541.94,161.34,615.21,330.85,142.02,95.42,927.32,619.23,284.51,721.56,780.0,361.0,794.35,153.39,420.92,930.71,336.51,502.38,336.08,412.06,278.03,584.0,985.23
722.28,437.66,165.83,566.65,307.89,146.18,453.47,803.32,230.72,995.16,748.94,545.61,924.44,568.81,16.99,642.78,908.3,13.23,779.51,518.57,453.72,523.11,446.99,347.5,460.75,410.66,870.71,820.71,227.4,760.9,707.79,187.11,553.13,672.82,721.06,60.75,830.58,418.89,493.63,320.48,800.15,86.5,713.82,334.83,572.2,548.96,22.58,983.74,550.25
720.06,254.75,445.6,657.06,241.24,823.02,989.28,897.31,772.9,399.17,794.18,857.97,762.34,790.68,479.75,33.29,416.74,354.53,804.57,324.69,711.7,182.51,761.04,455.92,676.92,658.01,350.37,576.29,871.77,531.4,882.96,663.49,447.7,166.08,220.1,760.61,268.47,761.16,492.92,462.37,803.84,800.27,620.86,688.88,558.94,307.35,908.25,439.04,118.24
641.18,840.89,209.26,898.4,233.64,235.11,54.84,518.27,339.04,615.44,202.55,678.09,481.41,697.17,858.93,996.76,314.48,742.84,822.16,622.73,937.16,22.19,708.0,557.79,538.29,372.47,423.0,92.55,800.73,220.17,278.06,476.72,967.95,615.43,877.86,127.11,686.99,793.85,430.94,858.5,59.94,128.76,232.98,280.04,359.43,450.28,752.73,842.47,361.33
693.98,38.52,50.07,399.58,68.28,652.32,355.08,455.56,143.17,365.31,959.05,296.15,680.09,995.52,895.85,99.04,388.5,78.08,472.97,93.07,894.1,354.77,328.6,686.26,629.84,695.55,598.7,648.93,753.67,615.34,180.47,736.32,464.18,982.09,387.82,695.62,134.99,84.18,228.67,187.35,412.2,80.37,876.94,643.22,850.58,208.97,472.84,818.44,36.29
542.77,901.77,843.67,326.86,187.21,405.26,481.95,30.92,857.9,392.85,502.45,561.66,897.29,13.78,956.23,682.67,435.45,567.38,192.56,621.16,57.69,918.24,102.64,238.79,596.74,254.37,524.47,425.13,847.65,967.18,760.53,280.86,641.36,74.49,900.91,532.39,510.78,704.1,923.08,347.54,691.06,955.84,71.0,957.25,53.27,759.91,942.93,908.05,849.32
251.87,461.53,981.19,10.91,555.59,596.08,503.18,879.22,308.93,695.67,916.99,714.88,136.26,355.2,879.58,252.91,73.65,429.13,99.81,275.42,169.15,996.55,264.93,835.96,665.86,22.03,719.04,811.41,619.69,124.4,183.62,657.95,373.12,490.42,341.9,955.49,612.93,482.62,317.87,475.83,422.41,489.35,605.74,728.98,85.33,491.96,293.6,987.68,17.99
345.76,637.24,793.16,826.57,291.43,107.54,316.0,13.11,658.89,937.89,706.79,728.13,250.45,281.1,580.09,392.04,498.49,17.71,743.39,17.73,754.62,945.37,131.12,721.87,199.71,947.79,40.48,918.92,501.49,507.33,41.35,177.04,636.36,733.06,8.74,37.01,161.82,133.94,567.51,295.85,545.21,152.69,477.94,418.46,990.78,547.2,674.74,495.75,592.23
181.68,659.39,853.8,801.0,417.45,17.01,729.27,944.76,566.49,542.4,722.46,666.57,542.75,262.39,444.66,645.97,494.36,236.05,886.27,552.75,688.92,729.45,294.8,234.17,268.78,16.47,563.56,600.51,374.0,51.7,619.28,543.76,720.13,46.1,517.07,292.12,76.6,264.78,148.86,625.79,594.5,570.0,318.27,747.58,747.71,37.18,305.22,195.71,106.22
908.46,895.13,242.05,104.54,376.93,909.57,874.76,489.27,471.81,768.42,85.14,870.82,799.03,222.61,774.87,436.54,588.48,284.86,650.87,578.49,133.31,558.19,261.9,974.98,440.02,824.12,121.76,731.64,223.84,321.28,239.83,957.8,624.69,778.3,524.84,69.6,194.83,45.13,434.3,256.68,151.31,263.31,826.4,809.26,803.95,622.44,314.64,460.95,7.66
583.43,636.71,960.63,576.9,875.92,269.7,938.73,342.0,495.87,89.3,220.07,870.12,36.35,709.15,739.85,250.62,362.88,111.95,144.25,426.63,502.11,590.73,637.75,664.83,446.18,169.22,315.28,56.69,557.46,620.64,171.89,628.26,514.61,979.51,119.92,879.21,420.65,360.3,903.81,772.37,412.04,464.36,656.31,325.91,602.74,202.74,844.72,853.9,256.22
400.91,613.97,197.01,464.04,905.31,819.7,805.11,924.23,732.26,211.24,8.91,578.98,984.02,84.85,538.19,334.51,613.15,631.57,934.9,72.38,780.84,539.04,954.5,452.48,774.43,392.28,661.66,560.3,889.5,841.07,981.6,50.09,300.18,88.58,235.04,593.94,887.85,255.48,995.47,505.2,28.56,624.7,759.52,705.16,419.92,383.46,787.04,836.12,551.9
462.06,66.75,951.43,118.8,493.01,999.35,850.6,24.49,87.86,502.18,716.16,429.91,454.96,741.63,87.42,341.61,878.23,242.47,989.1,893.35,218.86,707.08,685.78,157.61,367.46,822.51,157.5,755.36,594.02,730.36,291.94,988.76,643.88,822.25,783.52,535.02,531.96,382.17,361.82,86.4,149.71,869.28,414.72,434.45,629.26,412.77,294.18,336.04,75.18
947.29,518.46,994.82,980.57,330.22,211.51,550.59,581.47,668.21,20.11,344.5,641.61,359.3,693.46,926.09,959.33,955.48,277.69,433.44,611.47,871.3,418.93,926.66,533.27,162.59,206.01,308.91,496.81,919.61,462.91,903.45,156.95,908.44,378.64,36.85,131.54,748.52,580.38,154.08,627.04,512.3,3.18,942.4,818.54,92.68,448.79,81.48,47.4,614.93
153.44,150.25,711.75,214.77,106.89,265.24,825.91,548.98,895.82,252.93,786.67,818.23,292.8,250.88,455.66,798.63,583.65,898.25,594.87,115.8,53.07,669.24,784.15,164.86,251.54,865.72,703.04,593.59,356.98,909.23,178.3,718.1,7.01,144.2,489.58,489.08,174.23,732.37,314.52,569.29,573.63,214.22,344.79,295.45,757.79,227.51,357.65,509.89,672.03
586.27,737.46,981.15,67.33,953.41,662.89,303.57,219.4,57.88,517.45,339.0,5.75,174.44,252.91,363.4,458.6,42.69,467.18,777.25,510.98,782.22,121.7,727.9,429.55,214.81,497.81,650.84,898.96,695.17,302.78,819.0,532.58,134.02,493.24,530.46,398.76,106.07,605.39,327.31,338.66,146.32,96.36,531.09,937.77,540.79,850.13,760.08,474.15,969.7
505.94,512.27,569.58,594.89,60.32,965.45,398.54,428.94,140.74,15.06,819.35,992.0,791.59,628.9,629.6,199.9,969.24,392.19,736.42,497.3,615.86,265.77,414.12,408.77,731.69,366.22,91.13,198.18,648.7,754.01,502.07,294.43,119.86,71.61,688.74,315.82,239.69,678.41,644.54,11.26,755.64,97.19,933.66,574.83,956.74,427.91,100.63,85.86,899.55
611.49,680.26,259.62,738.89,297.72,915.82,316.98,652.3,716.66,264.62,130.79,182.98,955.42,762.19,673.87,811.04,705.89,723.9,967.79,60.5,315.27,836.02,324.86,719.97,470.39,662.47,577.31,98.34,670.47,474.06,78.69,177.39,923.21,522.15,37.55,772.21,313.95,865.65,496.21,200.78,373.05,945.78,83.28,353.37,637.51,612.17,672.13,794.91,566.83
18.21,41.77,437.05,32.54,298.14,502.93,467.44,727.16,437.34,514.08,173.46,470.3,413.7,876.5,210.77,157.27,336.03,909.62,114.97,606.9,720.96,903.76,846.29,192.46,708.66,341.46,147.34,690.67,645.08,898.65,733.63,177.78,662.78,19.45,585.69,61.37,548.15,873.84,768.48,405.77,920.66,936.09,108.9,419.43,151.78,613.98,889.77,283.66,793.39
872.14,84.88,593.6,658.75,320.47,795.13,285.65,0.82,403.61,573.19,340.94,872.04,952.43,852.15,836.96,210.54,147.24,25.13,580.77,808.35,782.39,539.05,905.4,821.89,416.28,347.35,252.35,822.87,221.73,797.45,892.08,858.41,951.79,728.64,3.2,646.72,881.26,860.73,701.33,199.99,387.72,749.33,994.19,347.86,477.6,607.02,179.31,645.79,363.7
932.13,716.35,73.17,532.34,164.37,135.83,961.62,936.86,137.05,925.76,408.55,225.12,823.82,964.89,290.01,366.08,143.5,448.29,691.96,749.03,933.91,31.73,451.94,326.2,889.75,733.55,459.27,850.51,143.68,901.48,163.1,872.93,582.85,488.02,265.25,823.01,426.15,153.25,251.38,577.53,149.9,643.1,971.39,146.33,57.92,559.36,862.22,101.58,585.75
565.18,72.18,622.38,103.35,783.18,977.44,312.91,164.61,506.82,645.38,348.77,476.85,481.1,581.43,186.77,880.36,167.83,610.82,890.11,203.05,367.84,926.98,9.16,444.04,983.52,309.9,109.44,641.68,978.63,214.33,725.62,465.2,461.79,458.99,499.73,907.32,518.85,251.14,784.28,712.35,757.99,847.99,771.72,68.59,745.46,822.64,51.46,860.72,403.41
696.68,71.35,981.18,172.61,122.59,964.36,98.13,233.66,126.63,414.79,763.67,132.67,674.06,908.66,406.46,131.87,45.67,318.63,874.12,862.31,686.05,702.09,792.55,772.36,669.88,200.85,993.65,833.23,45.39,668.18,445.11,103.71,792.36,196.27,911.29,745.94,4.71,502.38,847.48,856.03,567.84,58.5,484.24,321.85,501.88,812.64,666.91,739.3,337.11
922.51,12.21,190.19,568.02,634.94,163.81,526.86,263.55,476.67,930.36,97.04,395.14,435.04,808.53,730.59,122.32,902.16,772.43,978.0,342.61,602.66,414.09,285.14,625.43,863.83,807.67,165.45,700.69,467.79,738.49,753.9,884.18,161.03,361.33,126.68,282.53,33.41,358.8,598.43,647.02,386.75,119.57,506.11,458.74,369.72,417.2,791.06,388.48,727.67
707.27,956.51,792.62,296.43,123.93,299.49,57.19,37.92,763.64,784.9,351.28,177.22,558.77,894.68,965.46,494.03,540.81,971.48,512.13,946.51,525.25,598.42,9.99,308.09,507.98,805.39,781.33,87.47,425.14,742.44,713.96,487.07,381.4,181.95,169.37,600.55,83.86,131.76,927.67,689.04,356.02,317.18,257.29,361.88,968.55,635.88,444.82,629.53,296.74
152.62,737.53,907.91,938.32,70.63,100.24,110.63,123.14,258.34,200.09,837.26,363.69,58.14,11.73,809.3,276.48,699.99,943.43,830.78,71.84,890.43,429.83,805.01,386.26,934.63,497.64,829.86,762.07,360.08,504.05,26.7,438.82,466.33,735.42,669.28,141.49,699.02,287.82,782.97,608.48,150.85,832.51,432.79,14.02,940.6,102.92,203.81,187.54,380.61
576.33,353.32,943.71,818.76,909.44,271.79,219.47,986.35,480.84,130.93,66.89,373.53,696.29,965.91,940.35,568.77,828.13,266.06,427.34,486.26,3.27,465.39,517.46,305.86,831.6,526.7,994.46,179.44,782.01,11.35,178.8,407.42,298.53,199.11,374.92,117.15,486.24,975.43,595.44,985.49,340.9,472.29,431.41,579.05,952.84,90.86,924.74,985.42,367.23
606.75,296.61,960.14,983.57,190.21,815.97,464.4,315.29,992.02,675.84,942.35,993.17,52.92,473.58,140.69,451.69,791.56,226.42,422.37,597.16,282.18,886.82,685.24,594.81,991.78,696.11,428.71,236.69,745.38,261.5,471.08,365.08,371.35,616.79,623.46,638.66,193.04,346.99,906.18,261.07,29.44,503.62,36.19,144.9,221.05,479.97,20.07,796.13,870.42
424.19,349.77,521.51,259.74,821.27,378.38,433.31,115.39,686.68,559.93,986.32,994.81,817.1,798.2,71.27,435.02,882.62,957.49,253.42,247.73,538.32,161.17,914.7,332.69,623.13,509.32,874.11,394.71,905.23,323.37,933.6,526.05,78.2,279.68,997.45,851.12,592.64,418.97,600.4,266.33,502.45,229.34,453.21,211.08,728.6,900.21,555.12,788.96,170.49
736.47,774.68,977.31,969.73,544.68,88.49,799.71,107.08,841.37,789.69,88.66,114.87,824.96,127.29,557.75,112.06,967.26,458.68,818.26,771.4,178.38,103.76,541.22,725.73,779.23,417.1,957.54,314.64,395.55,852.05,342.14,604.58,198.06,657.02,986.87,67.34,544.66,6.5,521.24,126.42,896.73,648.42,479.85,120.84,945.39,650.03,372.91,153.46,381.54
934.37,661.4,757.33,431.29,77.95,342.29,739.5,719.49,414.91,738.83,291.34,726.0,237.15,396.0,290.37,141.14,439.13,208.38,985.82,626.93,907.88,2.83,503.24,579.83,542.91,994.89,172.98,321.72,564.22,840.9,628.91,466.49,335.56,540.5,353.78,106.09,88.89,719.44,356.32,485.74,795.35,887.85,665.82,520.48,570.91,669.25,461.11,17.83,887.88
925.58,185.28,161.76,347.58,955.45,981.39,426.38,854.58,767.88,625.25,372.46,51.84,323.73,271.53,828.07,821.1,950.34,707.03,256.42,18.21,647.63,314.07,290.73,145.79,259.19,147.73,479.49,169.34,892.32,104.77,12.18,896.66,795.91,423.5,503.97,565.65,640.45,413.61,882.88,96.25,28.62,329.58,516.5,95.25,214.24,157.76,536.61,585.41,15.4
450.89,174.19,476.95,50.44,247.04,629.72,333.77,257.03,40.61,986.38,776.41,30.29,481.36,291.73,672.02,885.89,723.32,284.49,56.23,608.41,477.94,147.5,305.26,310.34,354.82,592.77,60.1,293.94,993.85,949.84,711.16,317.73,182.58,673.03,904.7,218.29,767.18,103.23,122.81,270.22,881.27,619.22,861.7,256.43,817.83,453.36,534.8,144.21,947.87
113.33,98.49,718.36,52.86,859.66,416.22,316.54,21.01,123.0,533.64,595.97,105.42,596.7,123.34,970.73,234.76,70.76,267.32,815.56,491.53,814.72,220.06,796.56,221.53,894.02,885.87,620.76,19.76,969.3,182.54,603.11,578.35,346.71,415.78,92.26,611.86,286.63,968.56,473.56,482.73,452.38,332.02,367.63,451.76,879.93,400.85,203.7,780.46,898.91
984.84,660.34,247.42,692.04,168.89,166.62,774.02,223.17,203.15,113.19,644.4,965.49,287.42,805.78,254.87,113.55,681.81,879.26,620.27,196.11,450.94,11.34,449.08,390.37,56.04,687.25,581.45,472.96,717.87,414.42,715.42,300.02,65.01,821.39,452.36,214.62,687.52,777.46,537.46,957.6,190.97,792.74,409.78,167.79,703.27,783.0,679.73,416.13,417.91
838.91,764.4,640.65,457.98,853.96,986.18,52.17,56.61,402.01,828.29,757.53,940.87,592.53,9.34,485.84,53.51,686.75,162.56,959.7,995.75,558.7,227.27,163.61,516.03,591.52,880.94,204.21,768.61,143.31,215.24,904.67,753.37,557.15,729.63,377.64,116.57,199.8,726.18,554.79,963.82,752.44,475.01,571.53,446.3,293.62,137.91,19.25,338.66,653.06
124.75,265.12,666.63,226.6,13.33,820.87,12.92,103.48,845.76,251.93,118.07,194.01,297.86,312.57,501.29,608.34,905.87,64.49,252.31,897.17,2.85,332.78,94.62,506.81,372.55,336.4,797.92,862.26,23.28,860.35,146.58,102.21,611.29,540.68,294.95,545.62,756.75,957.88,651.92,743.77,322.94,339.54,202.8,342.8,190.77,539.24,21.28,73.74,991.07
920.85,21.04,162.78,614.01,511.83,281.55,795.56,431.56,346.33,777.32,833.23,161.76,55.59,174.49,239.25,715.38,372.99,269.26,71.12,292.58,365.76,31.66,472.97,754.55,386.75,272.07,37.36,820.45,825.24,749.43,261.66,188.78,865.53,877.07,994.2,862.21,911.78,407.54,505.85,389.31,253.39,420.11,393.56,860.61,624.31,911.36,478.54,996.07,554.99
869.91,82.26,565.13,252.93,769.47,70.16,477.2,230.0,654.66,957.11,705.65,240.61,2.63,589.08,590.13,372.87,584.95,606.98,492.49,541.12,138.88,607.94,465.01,189.25,884.58,851.29,806.25,416.52,840.96,353.59,995.78,801.22,819.13,828.88,733.58,685.15,441.92,718.56,256.89,865.17,161.4,91.32,686.2,794.92,482.85,892.47,541.95,956.02,96.99
518.89,967.86,771.65,577.67,934.8,56.72,130.97,515.99,709.34,696.83,577.38,515.6,101.24,254.33,443.34,679.71,12.29,123.18,85.56,316.57,689.72,568.84,653.49,946.48,853.84,394.18,26.74,730.45,746.39,681.91,156.37,183.28,285.45,531.89,388.81,818.74,244.7,206.29,856.96,875.47,486.67,866.13,411.87,992.86,668.82,852.35,274.96,131.68,853.66
591.32,295.52,498.95,359.27,909.21,120.47,235.64,253.57,586.22,596.07,889.75,569.75,792.27,259.07,446.78,712.99,332.14,471.65,261.86,775.52,479.08,97.13,471.12,342.91,598.88,709.71,656.86,287.96,280.0,184.45,720.65,625.78,137.04,68.54,829.04,266.41,399.24,697.15,657.56,910.21,93.48,958.07,906.63,528.96,111.79,375.05,551.72,332.88,134.24
399.06,769.25,12.2,823.57,819.64,580.81,932.51,940.54,357.31,460.44,700.34,221.67,961.44,488.39,362.8,935.35,62.34,627.37,126.07,930.34,301.83,595.05,143.56,300.32,272.99,147.83,78.86,55.66,639.85,382.36,725.1,970.25,156.17,566.04,489.72,885.99,250.15,14.18,858.2,640.06,785.63,477.47,615.34,575.44,136.0,941.11,516.16,390.85,257.35
54.86,624.7,9.14,820.71,888.2,928.77,859.52,905.95,577.1,364.47,201.78,756.65,427.02,652.72,17.03,64.97,521.92,848.75,224.21,358.89,467.89,998.65,507.85,685.21,475.51,755.86,251.3,676.0,316.32,377.17,683.03,522.94,968.97,355.32,872.84,377.1,1.34,126.39,276.12,201.87,470.73,221.42,153.85,946.65,362.95,805.32,349.29,296.87,873.53
335.26,382.0,357.09,477.4,199.3,496.79,709.81,566.85,342.33,353.07,429.8,309.62,512.73,121.39,522.14,192.37,817.47,229.95,106.23,805.6,209.71,944.47,906.8,805.54,408.35,549.03,721.94,648.83,450.7,238.01,227.52,187.48,673.26,540.16,266.45,852.46,650.49,425.32,637.09,91.17,447.03,664.69,487.5,399.65,258.83,851.16,651.81,934.48,256.1
802.87,205.77,926.2,350.88,284.26,842.96,482.28,354.49,83.97,636.41,494.09,922.14,146.93,175.59,335.31,68.62,206.52,817.36,953.91,498.46,925.09,2.77,159.53,378.53,353.68,268.68,280.48,801.65,382.5,876.32,215.21,320.76,42.67,647.17,223.68,471.23,42.62,12.19,714.2,914.78,1.95,452.44,764.8,555.73,619.38,932.36,957.94,721.37,745.11
4.73,121.47,228.75,362.62,289.04,445.94,520.37,381.21,992.8,751.3,55.31,656.76,551.08,247.25,1.42,868.01,527.49,234.98,278.63,396.64,54.07,795.4,689.79,746.87,102.88,494.55,511.22,616.14,913.65,678.88,666.37,823.48,136.87,644.87,247.36,267.93,210.47,462.02,383.47,55.64,817.88,252.37,643.38,379.15,367.6,937.01,490.85,955.92,447.73
333.57,615.05,634.4,805.73,377.12,708.61,975.25,411.91,127.27,678.55,954.64,436.41,144.74,973.75,308.01,792.61,204.09,676.8,443.95,938.43,865.43,353.67,593.9,883.75,543.16,696.97,915.26,156.98,234.23,280.01,186.33,351.73,485.85,673.56,538.53,260.33,722.48,522.84,812.26,295.96,492.89,38.53,885.28,545.91,684.0,240.14,786.07,874.52,759.77
398.23,774.66,222.15,328.25,393.38,731.9,965.77,727.61,72.44,198.49,128.66,789.93,611.25,397.21,278.7,574.68,120.78,430.73,898.62,510.45,511.41,63.75,748.61,766.83,301.9,11.99,49.73,853.18,577.65,242.2,661.6,723.54,207.91,679.3,291.38,567.71,665.76,621.64,2.61,487.01,439.95,889.72,750.01,80.86,768.82,127.77,247.67,754.57,232.43
537.44,643.94,321.74,209.14,544.6,174.05,215.35,451.69,878.54,494.04,697.49,817.93,933.27,599.03,393.51,83.76,511.05,114.77,677.35,467.46,618.98,296.05,150.69,34.29,660.84,637.5,811.1,627.29,361.05,18.05,492.58,777.37,803.68,109.37,147.2,79.1,73.42,100.48,594.96,22.07,761.41,796.75,61.71,783.82,187.25,690.91,761.97,697.0,419.62
919.86,530.35,848.06,84.78,159.96,361.28,811.12,856.74,301.9,791.66,506.28,290.55,195.78,241.62,131.94,273.39,79.24,714.29,618.08,672.47,302.68,321.8,941.61,827.39,319.27,541.64,65.37,807.63,663.1,346.65,386.69,501.23,573.26,191.79,994.63,930.06,660.09,181.09,613.61,906.92,62.99,829.02,112.6,985.28,919.83,563.26,648.94,866.18,318.23
346.41,42.05,728.89,466.75,691.28,637.34,197.32,944.1,650.33,475.76,25.73,339.78,764.59,490.51,507.73,297.79,587.4,217.84,705.59,261.31,966.7,523.29,621.0,774.5,431.22,220.36,126.88,774.13,564.61,526.82,300.3,783.24,612.67,630.58,900.44,271.54,930.58,613.32,533.89,287.19,366.74,439.9,649.78,65.83,787.18,327.49,639.73,684.18,249.12
